#id arrival runtime priority memsize
752	3778	16	8	137
753	3784	22	4	205
754	3786	22	1	130
755	3791	22	0	206
756	3801	6	9	20
757	3805	23	3	79
758	3809	16	9	39
759	3810	28	4	78
760	3818	7	4	2
761	3826	6	7	252
762	3832	16	0	218
763	3834	12	0	227
764	3835	6	4	97
765	3838	22	2	25
766	3843	18	3	101
767	3846	6	3	155
768	3852	26	2	234
769	3853	25	0	70
770	3859	15	6	240
771	3866	23	5	178
772	3869	19	1	147
773	3872	3	0	221
774	3873	8	2	174
775	3881	8	4	233
776	3890	10	7	125
777	3893	12	2	118
778	3895	15	2	79
779	3897	0	8	106
780	3900	8	0	83
781	3909	27	1	238
782	3909	22	2	224
783	3914	0	1	95
784	3914	20	9	18
785	3914	27	0	100
786	3919	18	1	37
787	3927	23	1	28
788	3931	28	5	22
789	3939	2	8	196
790	3947	9	2	239
791	3951	28	3	195
792	3959	12	4	209
793	3967	14	7	66
794	3971	2	7	106
795	3974	11	2	221
796	3981	19	5	48
797	3991	17	7	30
798	3991	16	7	16
799	3991	3	5	2
800	3998	15	2	67
801	4000	10	5	77
802	4004	5	6	6
803	4012	19	10	95
804	4013	28	5	196
805	4018	12	5	219
806	4018	11	6	151
807	4027	19	5	67
808	4035	23	7	104
809	4036	6	3	225
810	4046	25	9	214
811	4051	24	9	88
812	4060	1	6	231
813	4064	23	2	219
814	4074	6	1	43
815	4082	24	0	204
816	4091	28	3	105
817	4096	5	0	242
818	4099	23	0	248
819	4102	7	3	22
820	4102	23	9	127
821	4107	15	7	75
822	4116	2	8	206
823	4126	21	10	74
824	4126	7	3	79
825	4131	4	5	132
826	4140	1	5	35
827	4140	28	9	187
828	4140	21	3	21
829	4145	24	5	86
830	4148	9	6	176
831	4154	26	8	137
832	4158	6	8	59
833	4159	15	4	207
834	4165	19	7	157
835	4165	9	4	178
836	4173	20	1	206
837	4175	0	3	253
838	4177	9	5	47
839	4177	13	10	138
840	4177	2	9	115
841	4185	16	8	197
842	4190	13	7	58
843	4196	20	1	58
844	4200	9	5	103
845	4202	3	8	79
846	4206	28	10	240
847	4207	29	4	128
848	4213	13	10	107
849	4213	28	4	120
850	4222	16	8	194
851	4231	28	8	138
852	4238	8	5	163
853	4246	15	2	24
854	4248	19	2	20
855	4257	21	1	102
856	4266	18	3	251
857	4270	18	2	159
858	4275	15	5	80
859	4280	23	2	13
860	4283	13	0	135
861	4290	0	9	128
862	4299	8	0	177
863	4305	2	7	225
864	4315	22	10	232
865	4319	20	4	239
866	4319	15	7	47
867	4329	9	5	158
868	4332	5	7	129
869	4335	28	6	26
870	4338	20	7	141
871	4345	6	0	234
872	4346	6	7	40
873	4346	4	0	132
874	4354	5	10	123
875	4357	25	5	208
876	4366	22	1	102
877	4371	7	0	230
878	4372	28	4	158
879	4381	16	0	241
880	4382	11	0	57
881	4388	23	6	102
882	4391	12	8	241
883	4401	17	8	54
884	4402	8	5	49
885	4406	16	0	64
886	4406	26	0	16
887	4412	26	4	139
888	4418	1	6	102
889	4421	9	2	204
890	4427	22	0	202
891	4437	26	10	86
892	4440	9	2	101
893	4449	27	10	28
894	4452	19	2	7
895	4460	8	5	160
896	4469	15	1	141
897	4479	19	5	193
898	4480	28	8	158
899	4490	19	8	20
900	4500	3	8	90
901	4509	4	1	183
902	4513	10	9	3
903	4520	23	0	20
904	4520	20	6	248
905	4521	25	1	116
906	4524	2	0	150
907	4528	20	6	237
908	4530	16	8	17
909	4539	3	0	220
910	4549	25	10	45
911	4559	18	1	120
912	4567	19	6	161
913	4570	18	9	98
914	4574	12	8	48
915	4576	23	9	166
916	4578	11	3	127
917	4578	13	10	254
918	4586	9	4	87
919	4592	8	3	226
920	4601	15	0	36
921	4606	0	6	203
922	4608	26	4	99
923	4610	21	7	220
924	4615	10	2	24
925	4624	24	3	192
926	4631	1	9	165
927	4631	25	4	247
928	4639	26	8	136
929	4646	15	8	217
930	4649	4	3	182
931	4650	13	7	220
932	4653	19	10	190
933	4659	11	3	137
934	4669	11	3	113
935	4670	19	4	156
936	4677	11	9	218
937	4679	19	3	187
938	4683	2	7	35
939	4685	28	1	48
940	4693	14	3	6
941	4694	9	5	65
942	4700	9	7	247
943	4703	21	3	41
944	4704	9	3	186
945	4707	13	4	105
946	4716	4	0	207
947	4725	10	1	77
948	4734	11	7	246
949	4743	21	9	85
950	4748	3	10	137
951	4755	16	6	153
952	4765	22	7	56
953	4766	19	7	6
954	4772	24	4	140
955	4777	9	10	179
956	4785	11	0	21
957	4790	15	8	165
958	4793	12	6	196
959	4797	22	3	161
960	4803	22	3	121
961	4809	16	2	26
962	4811	10	5	89
963	4819	5	6	98
964	4829	10	7	48
965	4833	12	1	83
966	4841	6	4	37
967	4847	7	4	244
968	4851	9	7	14
969	4853	12	10	55
970	4854	26	8	225
971	4862	26	1	111
972	4872	6	7	92
973	4881	2	10	173
974	4884	13	4	86
975	4892	27	10	81
976	4892	3	1	70
977	4893	25	3	91
978	4896	26	8	28
979	4899	12	4	246
980	4902	14	4	77
981	4909	27	4	18
982	4912	17	6	248
983	4914	24	2	19
984	4921	8	1	129
985	4921	20	8	2
986	4925	23	1	139
987	4925	28	6	71
988	4929	6	3	241
989	4931	20	7	146
990	4934	20	4	185
991	4937	1	3	123
992	4945	11	7	166
993	4951	12	7	223
994	4956	5	3	254
995	4966	23	8	66
996	4975	20	0	136
997	4981	20	2	187
998	4987	4	10	181
999	4987	0	7	106
1000	4992	28	2	223
